0,0,0,0
2,144,-180,0
3,-40,-152,0
4,404,-224,0
5,309,20,0
6,-240,-104,0
7,17,142,0
8,240,180,0
9,52,-328,0
10,23,-388,0
11,445,-80,0
12,520,111,0
13,533,174,0
14,490,233,0
15,632,139,0
16,209,315,0
17,243,329,0
18,206,511,0
19,138,542,0
20,209,653,0
21,56,647,0
22,53,593,0
23,-40,610,0
24,-133,644,0
25,-136,394,0
26,-6,250,0
27,96,272,0
28,113,173,0
29,-193,485,0
30,-278,604,0
31,-346,198,0
32,-301,-51,0
34,-295,-273,0
35,-254,-404,0
36,-141,-400,0
37,-238,-456,0
38,357,-354,0
39,377,-482,0
40,433,-576,0
41,627,-267,0
42,723,54,0
44,487,332,0
45,788,448,0
46,944,-77,0
47,820,-310,0
48,1084,-331,0
49,212,772,0
50,-539,471,0
51,-431,306,0
52,-318,803,0
53,-119,832,0
54,-457,127,0
55,-491,275,0
56,-420,167,0
57,-565,250,0
58,-602,457,0
59,-639,428,0
60,-676,403,0
61,-610,235,0
62,-529,55,0
63,-652,216,0
64,-727,465,0
65,-718,389,0
66,-644,88,0
67,-630,31,0
68,-695,142,0
69,-803,187,0
70,-781,267,0
71,-894,309,0
72,-835,511,0
73,-920,224,0
74,-900,159,0
75,-783,31,0
76,-729,85,0
77,-715,8,0
78,-698,-96,0
79,-593,-33,0
80,-465,-275,0
81,-414,-269,0
82,-402,-341,0
83,-415,-432,0
84,-310,-499,0
85,-490,-380,0
86,-542,-306,0
87,-505,-218,0
88,-588,-243,0
89,-627,-204,0
90,-664,-150,0
91,-510,-97,0
92,-590,-79,0
93,-729,-181,0
94,-769,-110,0
95,-992,-74,0
96,-992,75,0
97,-1178,-70,0
98,-712,-241,0
99,-718,-280,0
100,-573,-343,0
101,-731,-345,0
102,-511,-459,0
103,-690,-361,0
104,-559,-581,0
105,-832,-519,0
106,-477,-601,0
107,-295,-669,0
108,36,-473,0
109,694,409,0
110,681,553,0
111,-713,547,0
112,-892,716,0
113,-758,532,0
114,-996,277,0
115,-1023,193,0
116,-1114,346,0
117,-1089,149,0
118,-23,-65,0
119,-437,-489,0
120,-457,-675,0
121,433,-657,0
122,-693,-481,0
123,-472,-342,0
200,252,12,0
201,418,180,0
202,-591,713,0
203,-553,96,0
